display_template,image_small,image_small,objectid,ark,object_location,,parentid,image_alt_text,contributing_institution,title,rights_management_valueURI,type,language,personal_creator,corporate_creator,personal_contributor,corporate_contributor,date,description,extent,genre,subject,personal_name_subject,corporate_name_subject,location,longitude,latitude,chronological_subject
,,,aami_a2008020_b5_008_004_p001,,,,,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_004_p002,,,,,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_004_p003,,,,,,,Page 3,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Grand communication speech and information,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1931/1940,,12 pages,speeches (documents),"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b5_008_005_p001,,,,,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p002,,,,,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p003,,,,,,,Page 3,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p004,,,,,,,Page 4,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p005,,,,,,,Page 5,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p006,,,,,,,Page 6,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p007,,,,,,,Page 7,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p008,,,,,,,Page 8,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p009,,,,,,,Page 9,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p010,,,,,,,Page 10,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p011,,,,,,,Page 11,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_008_005_p012,,,,,,,Page 12,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_001,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between C.T. Culberson and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1945-03-12,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Iowa City,,,
,,,aami_a2008020_b5_009_002,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between C.T. Culberson and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1945-03-26,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Iowa City,,,
,,,aami_a2008020_b5_009_003,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between C.T. Culberson and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-11-08,"Written on letterhead from United Grand Lodge, Office of Grand Master.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Iowa City | Iowa--Mason City,,,
,,,aami_a2008020_b5_009_004,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between C.T. Culberson and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-08-23,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Iowa City,,,
,,,aami_a2008020_b5_009_005,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between C.T. Culberson and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-07-16,"Written on letterhead from United Grand Lodge, Office of Grand Secretary.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Iowa City | Iowa--Mason City,,,
,,,aami_a2008020_b5_009_006,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Adding machine tape for lodge calculations,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,,Various lodges listed with totals underneath and subtotal at end of page 2.,2 pages,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b5_009_006_p001,,,,,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_006_p002,,,,,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_007,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between C.T. Culberson and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-07-16,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Iowa City | Iowa--Mason City,,,
,,,aami_a2008020_b5_009_008,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Report following 57th annual communication,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-09,"Written on letterhead from United Grand Lodge, Office of Grand Master.",2 pages,reports,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_008_p001,,,,,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_008_p002,,,,,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_009,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between C.T. Culberson and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-11-28,"Written on letterhead from United Grand Lodge, Office of Grand Master.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Iowa City | Iowa--Mason City,,,
,,,aami_a2008020_b5_009_010,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between C.T. Culberson and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-09-01,"Culberson is referred to as ""Cubby.""",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b5_009_011,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Carl Culberson and Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1945-03-20,,1 object,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Cedar Rapids | Iowa--Mason City,,,
,,,aami_a2008020_b5_009_011_p001,,,,,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_011_p002,,,,,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_012,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence from Percy Parker,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,,"Written on ""Superwashed Zeigler Coal. H.L. Koehler, Bell & Zoller Coal Co."" note paper.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Waterloo | Iowa--Keokuk,,,
,,,aami_a2008020_b5_009_013,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Handwritten note,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,,"Names and addresses of Attorney S. Joe Brown, H. A. Martin, H. E. Williams, B. N. Hyde, and C. T. Culberson. Written on ""Superwashed Zeigler Coal. H.L. Koehler, Bell & Zoller Coal Co."" note paper.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Waterloo,,,
,,,aami_a2008020_b5_009_014,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence from Percy Parker,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,,"Infroming of the death of W. W. Gross. Written on ""Superwashed Zeigler Coal. H.L. Koehler, Bell & Zoller Coal Co."" note paper.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Waterloo,,,
,,,aami_a2008020_b5_009_015,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Handwritten note,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,,"Names and addresses of Wm. J. McKee and Geo. L. Suitor. Written on ""Superwashed Zeigler Coal. H.L. Koehler, Bell & Zoller Coal Co."" note paper.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Waterloo,,,
,,,aami_a2008020_b5_009_016,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Percy Parker and L. J. Henry,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,,"Written on ""Superwashed Zeigler Coal. H.L. Koehler, Bell & Zoller Coal Co."" note paper.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Waterloo,,,
,,,aami_a2008020_b5_009_017,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between C.T. Culberson and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1945-07-01,"Written on letterhead from United Grand Lodge, Office of Grand Secretary.",2 pages,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Iowa City,,,
,,,aami_a2008020_b5_009_017_p001,,,,,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_017_p002,,,,,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_018,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between John Bruckner and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1945-03-12,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Iowa--Davenport,,,
,,,aami_a2008020_b5_009_019,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Matron Elizabeth Jones and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1945-06,Jones is Matron of the Order of the Eastern Star.,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association | Order of the Eastern Star,United States--Iowa,,,
,,,aami_a2008020_b5_009_020,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Dispensation to avoid delay form,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1944-03-23,Made for Hiram Lodge #19.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_022,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Virgil Warren and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-04-27,Written on letterhead from Perfect Ashler lodge #34.,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_023,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Dispensation to avoid delay form,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-03-29,Made for James Newsom of Perfect Ashler lodge #34.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_024,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Speech,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1944-10-23,"Written on letterhead from United Grand Lodge, Office of Grand Master.",2 pages,speeches (documents),"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_024_p001,,,,,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_024_p002,,,,,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_025,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence from Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-03-26,"Written on letterhead from United Grand Lodge, Office of Grand Master.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_026,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Ish D. Phillips and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-03-23,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Cedar Rapids,,,
,,,aami_a2008020_b5_009_027,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence from Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-03-20,Discussing the standing of Grand Custodian Powell E. Gibson.,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b5_009_028,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence from Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-03-26,"Written on letterhead from United Grand Lodge, Office of Grand Master.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_029,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between G. H. Chipley and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-03-06,"Written on letterhead from United Grand Lodge, Office of Grand Master.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Iowa--Cedar Rapids,,,
,,,aami_a2008020_b5_009_030,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Ish D. Phillips and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-07-01,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Cedar Rapids,,,
,,,aami_a2008020_b5_009_031,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between G. H. Chipley and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Chipley, G. H.",,,,1945-07-04,Written on letterhead from Mt. Olive lodge #17.,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Cedar Rapids,,,
,,,aami_a2008020_b5_009_032,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Ish D. Phillips and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-03,"Written on letterhead from United Grand Lodge, Officec of Grand Master.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Cedar Rapids | Iowa--Mason City,,,
,,,aami_a2008020_b5_009_034,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Dispensation to elect officers form,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1944-01-21,Made for McNeil lodge #21.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_035,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Dispensation to elect officers form,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1944-01-03,Made for Union lodge #1.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_036,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Dispensation to avoid delay form,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-02-16,"Written on letterhead from United Grand Lodge, Officec of Grand Master.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_037,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Dispensation to avoid delay form,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1944-02-28,Made for Dubuque lodge #29.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_038,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Dispensation to avoid delay form,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1943-10-30,Made for North Star lodge #2.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_039,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Return certificate form,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,,,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b5_009_040,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Alfred H. Shepherd and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Shepherd, Alfred H.",,,,1944-08-31,,2 pages,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Des Moines,,,
,,,aami_a2008020_b5_009_040_p001,,,,,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_040_p002,,,,,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_041,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,List of beneficiaries,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-08-01,"Lists the names, addreses, and warrant amounts.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Iowa City | Iowa--Mason City,,,
,,,aami_a2008020_b5_009_042,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Carl M. Mays and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Mays, Carl",,,,1945-04-22,"Mays includes his rank, corporal (cpl.) and military serial number, 37679848.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Alabama--Dothan,,,
,,,aami_a2008020_b5_009_043,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Carl Mays and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Mays, Carl",,,,1945-01-31,"Mays includes his rank, private first class (pfc.).",4 pages,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Kansas--Blytheville,,,
,,,aami_a2008020_b5_009_043_p001,,,,,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_043_p002,,,,,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_043_p003,,,,,,,Page 3,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_043_p004,,,,,,,Page 4,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_045,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Ish D. Phillips and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-04-08,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Cedar Rapids,,,
,,,aami_a2008020_b5_009_046,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Dispensation to avoid delay form,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-02-16,Handwritten edits change the lodge being referenced as Dubuque #29.,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Iowa--Dubuque,,,
,,,aami_a2008020_b5_009_047,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Ish D. Phillips and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Phillips, Ish D.",,,,,"Written on letterhead from Noble I. D. Phillips, 938 15th Avenue S. W.",2 pages,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Cedar Rapids | Iowa--Mason City,,,
,,,aami_a2008020_b5_009_047_p001,,,,,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_047_p002,,,,,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b5_009_049,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between John L. Webb and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1945-01-23,"Written on letterhead from M. W. Stringer Grand Lodge, Free and Accepted Masons, Jurisdiction of Mississippi.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Arkansas--Hot Springs,,,
,,,aami_a2008020_b5_009_050,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Clayton P. Lewis and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1945-03-01,Written on letterhead from Most Worshipful Grand Lodge of Nebraska.,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Nebraska--Lincoln,,,
,,,aami_a2008020_b5_009_051,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Corresondence between Emert M. Bland and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1944-12-14,"Written on letterhead from United Grand Lodge, Office of Grand Master.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Wisconsin--Milwaukee,,,
,,,aami_a2008020_b5_009_052,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between John Edgar Smith and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-03-26,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | United States--Washington D.C.,,,
,,,aami_a2008020_b5_009_053,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between R. V. Clark and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1944-08-29,"Written on letterhead from United Grand Lodge, Office of Grand Master",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Louisiana--Rayne,,,
,,,aami_a2008020_b5_009_054,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Elmer J. Puello and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1944-08-29,"Written on letterhead from United Grand Lodge, Office of Grand Master.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | United States--Masschusetts,,,
,,,aami_a2008020_b5_009_055,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Corresondence between Emert M. Bland and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1944-11-27,"Written on letterhead from United Grand Lodge, Office of Grand Master.",1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Wisconsin--Milwaukee,,,
,,,aami_a2008020_b5_009_056,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between J. W. Dobbs and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-01-22,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City,,,
,,,aami_a2008020_b5_009_057,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between John L. Webb and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-01-22,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Arkansas--Hot Springs,,,
,,,aami_a2008020_b5_009_058,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Correspondence between Clayton P. Lewis and Grand Master Howard Brown,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Brown, Howard",,,,1945-03-21,,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Mason City | Nebraska--Lincoln,,,
